"CO_NCM";"CO_UNID";"CO_SH6";"CO_PPE";"CO_PPI";"CO_FAT_AGREG";"CO_CUCI_ITEM";"CO_CGCE_N3";"CO_SIIT";"CO_ISIC4";"CO_EXP_SUBSET";"NO_NCM_POR";"NO_NCM_ESP";"NO_NCM_ING"
"48052100";"10";"480521";"3990";"3990";"03";"64151";"240";"4000";"17";"1302";"Papel e cart�o com camadas m�ltiplas, branqueado, em rolos/folhas";"Papel y cart�n c/multicapas, blanq.en bobinas/hjs";"Multi-ply paper/paperb., bleached, rolls/sheets"
"48052200";"10";"480522";"3990";"3990";"03";"64151";"240";"4000";"17";"1302";"Papel/cart�o com camadas m�ltiplas, 1 camada externa branqueada";"Papel/cart�n c/multicapas, una capa exterior blanqueada";"Multi-ply paper/paperb., 1 external bleached ply"
"48052300";"10";"480523";"3990";"3990";"03";"64151";"240";"4000";"17";"1302";"Papel/cart�o com camadas m�ltiplas, 2 camadas externas branqueadas";"Papel/cart�n c/multicapas, dos capas exter.blanqueadas";"Multi-ply paper/paperb., 2 external bleached ply"
"48052400";"10";"480524";"3990";"3990";"03";"64154";"240";"4000";"17";"1302";"Papel testliner (fibras recicladas), n�o revestido, em rolos ou folhas, de peso n�o superior a 150 g/m2";"Papel testliner, s/recubrir, bobinas/hjs.p<=150g/m2";"Testliner paper, uncoated, in rolls/sheets, w<=150g/m2"
"48052500";"10";"480525";"3990";"3990";"03";"64154";"240";"4000";"17";"1302";"Papel testliner (fibras recicladas), n�o revestido, em rolos ou folhas, de peso superior a 150 g/m2";"Papel testliner, s/recubrir, bobinas/hjs.p>150g/m2";"Testliner paper, uncoated, in rolls/sheets, w>150g/m2"
"48052900";"10";"480529";"3990";"3990";"03";"64151";"240";"4000";"17";"1302";"Outros pap�is/cart�es de camadas m�ltiplas, n�o revestidos, em rolos/folhas";"Ots.papeles/cartones de multicapas, s/recub.bobinas/hjs.";"Oth.paper/paperb.of multiple layers, uncoat.rolls/sheets"
"48053000";"10";"480530";"3990";"3990";"03";"64152";"240";"4000";"17";"1302";"Papel sulfite de embalagem, n�o revestido, em rolos ou folhas";"Papel sulfito p/envolver, s/recubrir, en bobinas/hojas";"Sulphite wrapping paper, n/covered, in rolls/sheets"
"48054000";"10";"480540";"3990";"3990";"03";"64156";"240";"4000";"17";"1302";"Papel-filtro e cart�o-filtro, n�o revestidos, em rolos/folhas";"Papel y cart�n filtro, s/recubrir, en bobinas/hojas";"Filter paper and paperboard, uncoated, in rolls/sheets"
"39201010";"10";"392010";"3121";"3121";"03";"58221";"240";"3000";"22";"1407";"Chapas de pol�meros de etileno, n�o refor�adas, sem suporte, de densidade superior ou igual a 0,94, espessura inferior ou igual a 19 micr�metros (m�crons), em rolos de largura inferior ou igual a 66 cm";"Placas de pol�meros etileno, s/esfuer.etc.rollo.a<=66cm";"Plates of polymers of ethylene, n/reinf.etc.roll w<=66cm"
"44092900";"16";"440929";"3384";"3990";"03";"2485";"240";"4000";"16";"0899";"Outras madeiras de n�o con�feras perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremid";"Otras maderas perfiladas, etc, distintas de las con�feras";"Other shaped wood, etc,. non-coniferous"
"44101100";"16";"441011";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Pain�is de madeira denominados ""waferboard""";"Tableros de madera llamados ""waferboard""";"Waferboard"
"44101110";"16";"441011";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Pain�is de part�culas de madeira, mesmo aglomeradas com resinas ou com outros aglutinantes org�nicos, em bruto ou simplesmente polidos";"Tableros de madera, en bruto o simplemente polido";"Wood boards, in rough or simply polished"
"44101120";"16";"441011";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Pain�is de madeira, com papel impregnado de melamina";"Tableros de madera com papel impregnado de melamina";"Wood boards with melamine-impregnated papers"
"44101121";"16";"441011";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Pain�is de part�culas de madeira, recobertos na superf�cie com papel impregnado de melamina, em ambas as faces, com pel�cula protetora na face superior e trabalho de encaixe nas quatro laterais, dos tipos utilizados para pisos (pavimentos)";"Tableros de madera cubierto con la pel�cula protetora parapavimento";"Wood particle boards, coverd by protec. film for pavement"
"44101129";"16";"441011";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is de part�culas de madeira, recobertos na superf�cie com papel impregnado de melamina";"Otros paneles de part�culas de madera, cubierto con papel de melamina";"Other wood particle boards, coverd by melamine paper"
"44101190";"16";"441011";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is de part�culas de madeira";"Otros tableros de part�culas";"Other particle boards"
"44101210";"16";"441012";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Pain�is denominados oriented strand board (OSB), mesmo aglomeradas com resinas ou com outros aglutinantes org�nicos, em bruto ou simplesmente polidos";"Tableros ""oriented strand"", waferboard, bruto, pulido";"Oriented strand boards, waferboard, brute, polished"
"44101290";"16";"441012";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is denominados oriented strand board (OSB), mesmo aglomeradas com resinas ou com outros aglutinantes org�nicos";"Otros tableros ""oriented strand"", waferboard";"Other oriented strand boards, waferboard"
"48070000";"10";"480700";"3990";"3990";"03";"64192";"240";"4000";"17";"1302";"Papel e cart�o obtidos por colagem de folhas sobrepostas, n�o revestidos na superf�cie nem impregnados, mesmo refor�ados interiormente, em rolos ou em folhas";"Papel/cart�n obt.por pegado hjs.planas, s/rec.bobs/hjs.";"Comp.paper/paperb.(made stick.flat layers)unc.rolls/sh"
"48071000";"10";"480710";"3990";"3990";"03";"64159";"240";"4000";"17";"1302";"Papel e cart�o estratificado com betume, etc, n�o revestido, em rolos";"Papel y cart�n unidos c/bet�n, etc.s/recubr.en bobs.";"Stratified paper/paperb.with bitumen, etc.unc.rolls,"
"48079000";"10";"480790";"3990";"3990";"03";"64159";"240";"4000";"17";"1302";"Outros pap�is/cart�es da colagem de folhas, n�o revestidos, rolos/folhas";"Ots.papeles/cartones de pegado de hjs.s/recub.bobs/hjs.";"Ot.comp.paper/paperb.(made stick.flat layers)unc.rolls,"
"48081000";"10";"480810";"3990";"3990";"03";"64164";"240";"4000";"17";"1302";"Papel e cart�o ondulados, mesmo perfurados, em rolos ou em folhas";"Papel y cart�n corrugs., incluso perforados, en bobs/hjs";"Conr.paper/paperboard, incl.perforated, in rolls/sheets"
"48082000";"10";"480820";"3990";"3990";"03";"64161";"240";"4000";"17";"1302";"Papel Kraft para sacos de grande capacidade, encrespado, etc, rolos/folhas";"Papel kraft p/sacos gran capac.rizado, etc.bobinas/hjs";"Kraft parer forsack great capac.creped, etc.rolls/sheets"
"48083000";"10";"480830";"3990";"3990";"03";"64162";"240";"4000";"17";"1302";"Outros pap�is Kraft, encrespados/plissados, etc, rolos/folhas";"Ots.papeles kraft, rizados/plisados, etc.bobinas/hjs.";"Other kraft paper, creped or crinkled, etc.rolls/sheets"
"48084000";"10";"480840";"3990";"3990";"03";"64162";"240";"4000";"17";"1302";"Pap�is Kraft, encrespados ou plissados, mesmo gofrados, estampados ou perfurados";"Papel kraft, rizado/arrugado";"Kraft paper, creped/crinkled"
"48089000";"10";"480890";"3990";"3990";"03";"64169";"240";"4000";"17";"1302";"Outros pap�is/cart�es ondulados, encrespados, etc, em rolos ou folhas";"Ots.paps/carts corrugados, rizados/plisados, etc.bobs/hjs";"Other paper/paperb.wavy/creped, etc.rolls/sheets"
"48091000";"10";"480910";"3990";"3990";"03";"64131";"240";"4000";"17";"1302";"Papel-carbono e semelhantes, em rolos ou em folhas";"Papel carb�n y similares, en bobinas o en hojas";"Carbon paper or similar, in rolls and sheets"
"48092000";"10";"480920";"3990";"3990";"03";"64131";"240";"4000";"17";"1302";"Papel autocopiativo, em rolos ou em folhas";"Papel autocopia, en bobinas o en hojas";"Self-copy paper, in rolls and sheets"
"48099000";"10";"480990";"3990";"3990";"03";"64131";"240";"4000";"17";"1302";"Outros pap�is para c�pia ou duplica��o (incluindo os pap�is, revestidos ou impregnados, para est�nceis ou para chapas ofsete), mesmo impressos, em rolos ou em folhas";"Ots.papeles p/copiar o transferir, en bobinas o en hojas";"Other paper forcopies or duplication, in rolls and sheets"
"48101100";"10";"481011";"3655";"3655";"03";"64132";"240";"4000";"17";"1302";"Papel para escrever, etc, fibra por processo mec�nico <=10%, peso <= 150 g/m2";"Papel p/escribir, etc.fibra proc.mec<=10%, p<=150g/m2";"Paper forwriting, etc.fibre mec.proc.<=10%, w<=150g/m2"
"48101210";"10";"481012";"3655";"3655";"03";"64132";"240";"4000";"17";"1302";"Papel/cart�o metalizado, fibra processo mec�nico <=10%, peso menor que 150 g/m2, etc";"Papel/cart�n, metaliz.fibra proc.mec<=10%, p>150g/m2, etc";"Metall.paper/paperb.fibre mech.proc<=10%, w>150g/m2, etc"
"48101220";"10";"481012";"3655";"3655";"03";"64132";"240";"4000";"17";"1302";"Papel/cart�o, baritado, fibra por processo mec�nico <=10%, peso > 150 g/m2, etc";"Papel/cart�n, baritado, fibra proc.mec<=10%, p>150g/m2, etc";"Baryta paper/paperb., fibre mech.proc<=10%, w>150g/m2, etc"
"48101290";"10";"481012";"3655";"3655";"03";"64132";"240";"4000";"17";"1302";"Outros pap�is para escrita, etc, fibra processo mec�nico <= 10%, peso > 150 g/m2";"Ots.papeles p/escrib., etc.fibra proc.mec<=10%, p>150g/m2";"Oth.paper forwriting, etc.fibre mech.proc<=10%, w>150g/m2"
"39207310";"10";"392073";"3121";"3121";"03";"58228";"240";"3000";"22";"1407";"Chapas, etc, de acetatos de celulose, de espessura inferior ou igual a 0,75 mm, sem suporte, n�o refor�ada";"Placas, etc.acetato celulosa, e<=0.75mm, s/soport.n/esfuer";"Plates, etc.cellulos.acet., t<=0.75mm, without sup.n/reinf"
"39207390";"10";"392073";"3121";"3121";"03";"58228";"240";"3000";"22";"1407";"Outras chapas, etc, de acetatos de celulose, n�o refor�ada";"Ots.placas, etc.de acetato celulosa, s/soporte, n/esfuerzo";"Ot.plates, etc.cellulose acetate, without support, n/reinf"
"39207900";"10";"392079";"3121";"3121";"03";"58228";"240";"3000";"22";"1407";"Chapas, etc, de outros derivados de celulose, sem suporte, n�o refor�ada";"Placas, etc.de ots.derivs.celulosa, s/soporte, n/esfuerzo";"Plates, etc.oth.cellulose derivat.without supp.n/reinf."
"39207910";"10";"392079";"3121";"3121";"03";"58228";"240";"3000";"22";"1407";"Outras chapas/folhas, de outros derivados da celulose, de fibra vulcanizada, de espessura inferior ou igual a 1 mm";"Otras placas, hojas de celulosa, fibra vulc. espesura=<1mm";"Other plates, cellulose sheets, vulcan. fibre thick.=<1mm"
"39207990";"10";"392079";"3121";"3121";"03";"58228";"240";"3000";"22";"1407";"Outras chapas, folhas, tiras, de outros derivados da celulose";"Otras placas, hojas, cintas de otros derivados de celulosa";"Other plates, sheets, ribbons of other cellulose derived"
"39209100";"10";"392091";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de poli(butiral de vinila), sem suporte, n�o refor�ada, etc.";"Placas, etc.butiral polivinilo, s/soporte, n/esfuerzo, etc";"Plates, etc.poly(vinyl butyral), without supp.n/rein.etc"
"39209200";"10";"392092";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de poliamidas, sem suporte, n�o refor�adas, etc.";"Placas, etc.de poliamidas, s/soporte, n/esfuerzo, etc.";"Plates, etc.of polyamides, without support, n/reinf.etc"
"39209300";"10";"392093";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de resinas am�nicas, sem suporte, n�o refor�adas, etc";"Placas, etc.de resinas am�nicas, s/soporte, n/esfuerzo, etc";"Plates, etc.of amino-resins, without support, n/reinf.etc"
"39209400";"10";"392094";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de resinas fen�licas, sem suporte, n�o refor�adas, etc.";"Placas, etc.de resinas fen�licas, s/soporte, n/esfuer.etc.";"Plates, etc.of phenolic resins, without supp.n/rein.etc"
"39209910";"10";"392099";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de silicone, sem suporte, n�o refor�adas, etc.";"Placas, etc.de siliconas, s/soporte, n/esfuerzo, etc.";"Plates, etc.of silicones, without support, n/reinf.etc"
"39209920";"10";"392099";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de poli(�lcool vin�lico), sem suporte, n�o refor�ada, etc";"Placas, etc.de alcohol polivin�lico, s/soport.n/esf.etc";"Plates, etc.poly(vinyl alcohol), without supp., n/rein.etc"
"39209930";"10";"392099";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de pol�meros de fluoreto de vinila, sem suporte, n�o refor�ada, etc.";"Placas, etc.pol�m.fluoruro vinilo, s/soport.n/esfuer.etc.";"Plates, etc.polym.of vinyl fluor., without sup.n/rein.etc"
"39209940";"10";"392099";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de poliimida, sem suporte, n�o refor�adas, etc";"Placas, etc.de poliimida, s/soporte, n/esfuerzo, etc";"Plates, etc.polym.of polyimides, without supp., n/rein.etc"
"39209950";"10";"392099";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Chapas, etc, de poli(clorotrifluoretileno), n�o refor�adas, etc";"Placas, etc., de poli(clorotrifluoroetileno), n/esfuerzo, etc.";"Plates, etc. of poli(chlorotrifluoroethylene), no reinforce, etc"
"39209990";"10";"392099";"3121";"3121";"03";"58229";"240";"3000";"22";"1407";"Outras chapas, etc, de outros pl�sticos, n�o alveolar, sem suporte, etc";"Ots.placas, etc.de ots.pl�sticos, n/celular, s/soport.etc";"Oth.plates, etc.of ot.plastic, n/alveol.without supp.etc"
"39211100";"10";"392111";"3121";"3121";"03";"58291";"240";"3000";"22";"1407";"Outras chapas, folhas, pel�culas, tiras e l�minas, de pl�sticos, de pol�meros de estireno";"Otras placas, etc.de pol�meros de estireno, celulares";"Oth.plates, etc.of polymers of styrene, alveolar"
"41019010";"10";"410190";"1990";"1990";"01";"21129";"230";"4000";"10";"0403";"Outros couros e peles, de bovino, incluindo dorsos, meios-dorsos e flancos, divididos, sem dividir";"Ots.cueros/pieles, de bovinos, sin dividir";"Other leathers/skin, bovine, not split"
"41019020";"10";"410190";"1990";"1990";"01";"21129";"230";"4000";"10";"0403";"Outros couros e peles, de bovino, incluindo dorsos, meios-dorsos e flancos, divididos, com o lado flor";"Ots.cueros/pieles, de bovinos, divid.c/la flor";"Other leathers/skin, of bovine, grain splits"
"41019030";"10";"410190";"1990";"1990";"01";"21129";"230";"4000";"10";"0403";"Outros couros e peles, de bovino, incluindo dorsos, meios-dorsos e flancos, divididos, sem o lado flor";"Ots.cueros/pieles, de bovinos, divid.s/la flor";"Other leathers/skin, of bovine, splits(than grain splits)"
"41021000";"10";"410210";"1990";"1990";"01";"2116";"230";"4000";"10";"0403";"Peles em bruto de ovinos, com l� (n�o depiladas)";"Pieles en bruto, de ovinos, con lana";"Skin in brute, sheep, with wool"
"41022100";"10";"410221";"1990";"1990";"01";"2117";"230";"4000";"10";"0403";"Peles em bruto, de ovinos, depiladas ou sem l�, piqueladas";"Pieles en bruto, de ovinos, piqueladas";"Skin in brute, sheep, ""pickled"""
"41022900";"10";"410229";"1990";"1990";"01";"2117";"230";"4000";"10";"0403";"Outras peles em bruto, de ovinos, depiladas ou sem l�";"Ots.pieles en bruto, de ovinos, depiladas o sin lana";"Other skin in brute, sheep, waxed or without wool"
"41031000";"10";"410310";"1990";"1990";"01";"21199";"230";"4000";"10";"0403";"Peles em bruto, de caprinos";"Pieles en bruto, de caprino";"Skin in brute, of goats"
"41032000";"11";"410320";"1990";"1990";"01";"21199";"230";"9000";"01";"0403";"Peles em bruto, de r�pteis";"Pieles en bruto, de reptil";"Skin in brute, of reptiles"
"41033000";"10";"410330";"1990";"1990";"01";"21199";"230";"4000";"10";"0403";"Couros e peles, de su�nos, em bruto";"Cueros y pieles, de porcino, en bruto";"Leathers/skin, of swine, in brute"
"41039000";"10";"410390";"1990";"1990";"01";"21199";"230";"4000";"10";"0403";"Peles em bruto, de outros animais";"Pieles en bruto, de otros animales";"Skin in brute, of other animals"
"41041011";"15";"410410";"2028";"2028";"02";"61143";"240";"4000";"15";"0403";"Couro/pele inteira, de bovino, superf�cie unit�ria <= 2.6 m2, ""wet blue"", n�o dividido";"Cuero/piel entera, de bovino, s<=2.6m2, ""wet blue"", s/div.";"Leathers/skin whole, bovine, s<=2.6m2, ""wet blue"", n/spl"
"41041012";"15";"410410";"2028";"2028";"02";"61143";"240";"4000";"15";"0403";"Couro e pele inteira de bovinos, superf�cie unit�ria <= 2.6 m2, ""wet blue"", dividido, com flor";"Cuero/piel entera, bovina, s<=2.6m2, ""wet blue"", div.c/flor";"Leathers/skin whole, bovine, s<=2.6m2, ""wet blue"", grain sl"
"41041013";"15";"410410";"2028";"2028";"02";"61143";"240";"4000";"15";"0403";"Couro e pele inteira bovina, superf�cies unit�ria <= 2.6 m2, ""wet blue"", dividido, sem flor";"Cuero/piel entera, bovina, s<=2.6m2, ""wet blue"", div.s/flor";"Leathers/skin whole, bov.s<=2.6m2, ""wet blue"", splits(than"
"41041020";"15";"410410";"2028";"2028";"02";"61143";"240";"4000";"15";"0403";"Couro/pele inteira, de bovino, superf�cie unit�ria <= 2.6 m2, ""box-calf""";"Cuero/piel entera, bovina, s<=2.6m2, ""box-calf""";"Leathers/skin whole, bovine, s<=2.6m2, ""box-calf"""
"41041090";"15";"410410";"2028";"2028";"02";"61143";"230";"4000";"15";"0403";"Outros couros/peles inteiras, bovinas, superf�cie unit�ria <= 2.6 m2, preparados";"Ots.cueros/pieles enteras, bovinas, s<=2.6m2, preparados";"Oth.leathers/skins whole, bovine, s<=2.6m2, prepared"
"41041111";"15";"410411";"2028";"2028";"02";"61143";"240";"4000";"15";"0403";"Couros e peles inteiros, de bovinos (incluindo os b�falos), de superf�cie unit�ria n�o superior a 2,6 m2, simplesmente curtidos ao cromo (wet-blue), plena flor, n�o divididos, no estado �mido";"Cueros enteros, bovinos, s/div.""wet blue"", s<=2.6m2";"Whole leathers of bovines, n/split ""wet blue"", s<=2.6m2"
"44101900";"16";"441019";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is de madeira";"Otros tableros de madera";"Other woodboards"
"44101911";"16";"441019";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Pain�is denominados waferboard, mesmo aglomeradas com resinas ou com outros aglutinantes org�nicos, em bruto ou simplesmente polidos";"Tableros de madera llamados ""waferboard""";"Waferboard"
"44101919";"16";"441019";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is denominados waferboard, mesmo aglomeradas com resinas ou com outros aglutinantes org�nicos";"Otros tableros de madera llamados ""waferboard""";"Other waferboard"
"44101991";"16";"441019";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is de madeira em bruto ou simplesmente polidos";"Otros tableros de madera, en bruto o simplemente polido";"Other wood boards, in rough or simply polished"
"44101992";"16";"441019";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is de madeiras recobertos na superf�cie com papel impregnado de melamina";"Otros tableros de madera, cubierto con papel de melamina";"Other wood boards, coverd by melamine paper"
"44101999";"16";"441019";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is de madeiras";"Otros tableros de madera, cubierto sup. con placas/ hojas de pl�stico";"Other wood boards, cover. sup. with laminates, sheet of plastic"
"44102100";"16";"441021";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Pain�is de part�culas ""waferboard"", etc, em bruto";"Tableros de part�cul.llamados ""waferboard"", etc.en bruto";"Particle board ""waferboard"", etc.unworked"
"44102900";"16";"441029";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is de part�culas ""waferboard"", etc.";"Ots.tableros de part�cul.llamados ""waferboard"", etc.";"Other particle board""waferboard"", etc."
"44103100";"16";"441031";"3546";"3546";"03";"63422";"240";"4000";"16";"0805";"Outros pain�is de madeira em bruto/simplesmente polido";"Ots.tableros de madera en bruto/simplemente lijado";"Oth.board wood in brute/simply polished"
"48112100";"10";"481121";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Papel e cart�o auto-adesivos, em rolos ou em folhas";"Papel y cart�n autoadhesivos, en bobinas o en hojas";"Paper/paperboard self-adhesive, in rolls or sheets"
"48112900";"10";"481129";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Outros pap�is e cart�es gomados/adesivos, em rolos/folhas";"Ots.papeles y cartones engomados/adhesivos, en bobs./hjs";"Other gummed paper/paperb./self-adhesive, in rolls/sheets"
"48113111";"10";"481131";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Papel/cart�o branqueado, revestido de silicone, peso > 150g/m2, em rolos/folhas";"Papel/cart�n blanq.revest.silicona, p>150g/m2, bobs./hjs";"Paper/paperboard bleach.coat.silicon, w>150g/m2, rolls/sh"
"48113112";"10";"481131";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Papel branqueado revestido de polietileno, estratificado alum�nio, peso > 150g/m2, impregnado";"Papel blanq.rev.polietileno estrat.alum.p>150g/m2, impr.";"Paper bleach.coat.stratif.polyet.alum.w>150g/m2, printed"
"48113113";"10";"481131";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Papel branqueado revestido de polietileno, etc, peso > 150 g/m2, para papel fotogr�fico";"Papel blanq.rev.polietileno, etc.p>150g/m2, p/papel foto";"Paper bleach.coat.polyeth.w>150g/m2, forphot.base paper"
"48113119";"10";"481131";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Papel/cart�o branqueado, revestido de outro pl�stico, peso > 150 g/m2, rolos/folhas";"Papel/cart�n blanq.rev.ot.pl�stico, p>150g/m2, bobs./hjs";"Paper/paperb.bleach.coat.oth.plastic, w>150g/m2, rolls/sh"
"48113120";"10";"481131";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Papel/cart�o branqueado, impregnado de pl�stico, peso > 150 g/m2, em rolos/folhas";"Papel/cart�n blanq.impregn.pl�stico, p>150g/m2, bobs./hjs";"Paper/paperb.bleach.plastic impreg., w>150g/m2, rolls/sh"
"48113911";"10";"481139";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Outros pap�is revestidos de polietileno, etc, para papel fotogr�fico, em rolos/folhas";"Ots.papeles rev.polietileno, etc.p/papel foto, bobs./hjs";"Oth.paper coated, polyeth.etc.forphot.base paper, rolls/sh"
"48113912";"10";"481139";"3501";"3501";"03";"64178";"240";"4000";"17";"1302";"Outros pap�is/cart�es, revestidos de silicone, em rolos/folhas";"Ots.papeles/cartones, revest.de silicona, en bobinas/hjs";"Oth.paper/paperb.coated of silicon, rolls/sheets"
"39251000";"10";"392510";"3169";"3427";"03";"89329";"240";"3000";"22";"1407";"Reservat�rios, cisternas, cubas e recipientes an�logos, de capacidade superior a 300 litros, de pl�stico";"Dep�sitos, cisternas, cubas, etc.de pl�sticos, cap>300l";"Reservoirs, tanks, vats, etc.of plastics, cap>300l"
"39252000";"10";"392520";"3169";"3427";"03";"89329";"240";"3000";"22";"1407";"Portas, janelas e seus caixilhos, alizares e soleiras, de pl�sticos";"Puertas, ventanas, sus marcos, contramarcos, etc.de pl�sts.";"Doors, windows, their frame, thresholds, etc.of plastics"
"39253000";"10";"392530";"3169";"3427";"03";"89329";"321";"3000";"22";"1407";"Postigos, estores (incluindo as venezianas) e artefatos semelhantes, e suas partes, de pl�sticos";"Contraventanas, persianas, arts.simil.y partes, de pl�sts.";"Shutters, blinds, similar articles and parts, of plastics"
"39259000";"10";"392590";"3169";"3990";"03";"89329";"240";"3000";"22";"1407";"Outros artefatos para apetrechamento de constru��es, de pl�sticos";"Ots.art�culos para la construcci�n, de pl�sticos";"Other builders' ware of plastics"
"39259010";"10";"392590";"3169";"3990";"03";"89329";"240";"3000";"22";"1407";"Artefatos para apetrechamento de constru��es, de pl�sticos, de poliestireno expandido (EPS)";"Otros objetos para la construccion, de polistireno expandido";"Other artifacts for equipping buildings, of expanded polystyrene"
"39259090";"10";"392590";"3169";"3990";"03";"89329";"240";"3000";"22";"1407";"Outros artefatos para apetrechamento de constru��es, de pl�sticos";"Otros objetos para la construccion";"Other artifacts for equipping buildings"
"39261000";"10";"392610";"3169";"3427";"03";"89394";"240";"3000";"22";"1407";"Artigos de escrit�rio e artigos escolares, de pl�sticos";"Art�culos de oficina y art�culos escolares, de pl�sticos";"Articles of office or school supplies, of plastics"
"39262000";"10";"392620";"3169";"3427";"03";"84821";"240";"3000";"22";"1407";"Vestu�rio e seus acess�rios, de pl�sticos, inclusive luvas";"Prendas y sus complementos, de pl�sticos, incl.guantes";"Articles of apparel/accessories, of plastics, incl.mitts"
"39263000";"10";"392630";"3169";"3427";"03";"89395";"240";"3000";"22";"1407";"Guarni��es para m�veis, carrocerias e semelhantes, de pl�sticos";"Guarniciones p/muebles, carrocer�as y simil.de pl�sticos";"Fittings forfurniture, coachwork or the like, of plastics"
"39264000";"10";"392640";"3169";"3427";"03";"89399";"321";"3000";"22";"1407";"Estatuetas e outros objetos de ornamenta��o, de pl�sticos";"Estatuillas y dem�s art�culos de adorno, de pl�sticos";"Statuettes and other ornamental articles, of plastics"
"39269010";"10";"392690";"3169";"3427";"03";"89399";"240";"3000";"22";"1407";"Arruelas (anilhas) de pl�sticos";"Tornillos de pl�sticos";"Washers of plastics"
"39269021";"10";"392690";"3169";"3427";"03";"89399";"321";"3000";"22";"1407";"Correias de transmiss�o, de pl�sticos";"Correas de transmisi�n, de pl�sticos";"Transmission belts or belting, of plastics"
"39269022";"10";"392690";"3169";"3427";"03";"89399";"321";"3000";"22";"1407";"Correias transportadoras, de pl�sticos";"Correas transportadoras, de pl�sticos";"Conveyor or elevator belts or belting, of plastics"
"39269030";"10";"392690";"3169";"3427";"03";"89399";"321";"3000";"22";"1407";"Bolsas para uso em medicina (hemodi�lise e usos semelhantes)";"Bolsas de pl�st.p/uso en medicina(colostomia, hemodial.)";"Plastic bags for medical use (colostomy, hemodialysis)"
"39269031";"10";"392690";"3169";"3427";"03";"89399";"321";"3000";"22";"1407";"Bolsas de pl�stico, para colostomia, ileostomia ou urostomia";"Bolsas de pl�stico, para colostomia, ileostomia o urostomia";"Plastic bags for colostomy, ileostomy, urostomy"
"39269032";"10";"392690";"3169";"3427";"03";"89399";"321";"3000";"22";"1407";"Bolsas de pl�stico para uso em hemodi�lise";"Bolsas de pl�stico para uso en hemodialisis";"Plastic bags for use in hemodialysis"
"39269039";"10";"392690";"3169";"3427";"03";"89399";"321";"3000";"22";"1407";"Outras bolsas de pl�stico para uso em medicina";"Otras bolsas de pl�stico para uso medicinal";"Other plastic bags for medical use"
"39211200";"10";"392112";"3121";"3121";"03";"58291";"240";"3000";"22";"1407";"Outras chapas, folhas, pel�culas, tiras e l�minas, de pl�sticos, de pol�meros de cloreto de vinila";"Ots.placas, etc.de pol�mer.de cloruro vinilo, celulares";"Oth.plates, etc.of polymers of vinyl chloride, alveolar"
"39211300";"10";"392113";"3121";"3121";"03";"58291";"240";"3000";"22";"1407";"Outras chapas, etc, de poliuteranos, alveolares";"Otras placas, etc.de poliuretanos, celulares";"Oth.plates, etc.of polyurethanes, alveolar"
